Id,R_G1,R_G2,R_G3
DEU_LocationALower-25_13_T-1,0.5960794780313668,0.1470956516497008,0.1497601369968724
DEU_LocationALower-25_14_T-1,0.3813640492772961,0.1130511222095876,0.1196641434237298
DEU_LocationALower-25_15_T-1,0.3420561663739329,0.1418214569850313,0.1645921480767097
DEU_LocationALower-25_17_T-1,0.0553701082301083,0.1083769482146755,0.1317601479066778
DEU_LocationALower-25_18_T-1,0.2453371777297487,0.1586058194297891,0.138528141312806
DEU_LocationALower-25_19_T-1,0.3205681124535001,0.1241163255407499,0.1323361445599028
DEU_LocationALower-25_1_T-1,0.2330346863460509,0.1003268591609493,0.2319841467363543
DEU_LocationALower-25_20_T-1,0.0878554085020588,0.1294005431197124,0.0891361479240868
DEU_LocationALower-25_21_T-1,-0.0095679236385801,0.0363933945518476,0.2024641460190241
DEU_LocationALower-25_22_T-1,0.1298033555180843,0.0776578353289946,0.1879201467264659
DEU_LocationALower-25_23_T-1,0.091729145962791,0.1506397729001075,0.1303201448540347
DEU_LocationALower-25_24_T-1,0.050442390714326,0.1036248266947131,0.0967681422574957
DEU_LocationALower-25_26_T-1,0.160558765629846,0.1109557617919524,0.1460161498306504
DEU_LocationALower-25_28_T-1,0.0686690699025065,0.1174441011359476,0.1401121413119815
DEU_LocationALower-25_29_T-1,0.046942005526435,0.1009902717621555,0.1667521458134743
DEU_LocationALower-25_30_T-1,0.0414130398502864,0.0647717353094495,0.3636001433151085
DEU_LocationALower-25_3_T-1,0.2499652608709535,0.1387789961910856,0.1487521465043459
DEU_LocationALower-25_5_T-1,0.0418044971356601,0.0878559273831742,0.174528144
DEU_LocationALower-25_6_T-1,0.0855723955578385,0.1300392979610794,0.181584151018857
DEU_LocationALower-25_7_T-1,0.15923231923079,0.1300392152923496,0.1697761460184891
DEU_LocationALower-25_8_T-1,0.0268506550556109,0.1026616538171974,0.1258561444801946
DEU_LocationALower-25_9_T-1,0.1829828059073777,0.1186849176191117,0.1679041476579657
DEU_LocationALower-26_10_T-1,0.0563657002870568,0.1169207028986534,0.1441441448611322
DEU_LocationALower-26_11_T-1,0.113544317049555,0.1594343269501855,0.1031041479906709
DEU_LocationALower-26_14_T-1,0.1995598122459861,0.1236937599794393,0.1553761421728228
DEU_LocationALower-26_17_T-1,0.0811635672527332,0.006715340171354,0.1340641439729168
DEU_LocationALower-26_18_T-1,0.1151276072373124,0.1130440432814785,0.1729441427798215
DEU_LocationALower-26_19_T-1,0.0603348340663341,0.1175214507242454,0.1418401463794255
DEU_LocationALower-26_1_T-1,0.1422603924968137,0.107716884958469,0.2656801392457067
DEU_LocationALower-26_21_T-1,0.0900924133495739,0.1441146176926266,0.1175041408874117
DEU_LocationALower-26_24_T-1,0.1566492006417915,0.12675,0.157680144
DEU_LocationALower-26_25_T-1,0.0919281193084397,0.1043114448762966,0.1103041390872233
DEU_LocationALower-26_26_T-1,0.0668615307301316,0.1335396644105746,0.169200139290623
DEU_LocationALower-26_27_T-1,0.1194399116914657,0.1509056871459609,0.199440147843906
DEU_LocationALower-26_28_T-1,0.0670163453234064,0.1112988090102504,0.1952641426583538
DEU_LocationALower-26_2_T-1,0.0733377762535424,0.1078580382428033,0.2698561415804485
DEU_LocationALower-26_7_T-1,0.2431410341427825,0.1518661093111678,0.1490401413051187
DEU_LocationALower-26_8_T-1,0.2287351343113182,0.1060931637760331,0.1573921501381151
DEU_LocationALower-26_9_T-1,0.1513860218843271,0.124050305387232,0.171072145425121
DEU_LocationALower-27_10_T-1,0.5943657031597558,0.1598026934014965,-0.0164158495122725
DEU_LocationALower-27_11_T-1,0.0618315053256738,0.1276733024992175,-0.0381598524385749
DEU_LocationALower-27_12_T-1,0.1154882319558199,0.1239064385535336,0.0969121455135155
DEU_LocationALower-27_13_T-1,0.0150905034828043,0.008484941248292,0.0531361376531356
DEU_LocationALower-27_14_T-1,0.2209201112212658,0.1090829041231963,0.0227521395772059
DEU_LocationALower-27_16_T-1,0.1119728377511225,0.1398513085804214,0.009360143558138
DEU_LocationALower-27_18_T-1,0.1836586280413587,0.1317947136639832,-0.0806398544318608
DEU_LocationALower-27_20_T-1,0.212156363208673,0.1138614448990351,0.024192146198255
DEU_LocationALower-27_21_T-1,0.768759997703553,0.1506345762439917,0.0204481458092647
DEU_LocationALower-27_23_T-1,0.0477826932711467,0.0841915453670104,-0.020447859449025
DEU_LocationALower-27_24_T-1,0.023140555377318,0.0773087664430153,0.15508814205955
DEU_LocationALower-27_26_T-1,0.2214080609432679,0.1243184968529524,0.021456144
DEU_LocationALower-27_27_T-1,0.0854023207767686,0.1135605830116334,0.104112140440052
DEU_LocationALower-27_28_T-1,0.1250021508222818,0.1438149506947763,0.1595521414045315
DEU_LocationALower-27_29_T-1,0.234600617903056,0.1112335559977738,0.0165601417532655
DEU_LocationALower-27_30_T-1,0.0850682348688723,0.1305357959372791,0.0433441472671221
DEU_LocationALower-27_31_T-1,0.0443231667101572,0.0657808444089778,0.2643841439656401
DEU_LocationALower-27_3_T-1,0.0518155683632438,0.119912739363017,0.0711361392670639
DEU_LocationALower-27_4_T-1,0.3585455878833112,0.1197085334317195,0.1589761453037059
DEU_LocationALower-27_6_T-1,0.0286851494046428,0.0858350998565663,0.1622881449530113
DEU_LocationALower-27_8_T-1,0.0640577261220873,0.1115140478629009,0.1972801374785522
DEU_LocationALower-28_10_T-1,1.0,0.0684042920303119,0.010512146207373
DEU_LocationALower-28_11_T-1,0.197754350036548,0.1521450296732531,-0.0004318496471842
DEU_LocationALower-28_12_T-1,0.0010789006340717,0.0863821896924625,-0.00489585482988
DEU_LocationALower-28_13_T-1,1.0,-0.0637500000000001,-0.0179998559999999
DEU_LocationALower-28_14_T-1,0.0473600698897666,0.0940605990740154,0.0289441381885053
DEU_LocationALower-28_15_T-1,0.079995112235619,0.118227769992065,0.0472321436405434
DEU_LocationALower-28_16_T-1,0.4552545606660955,0.1544213858402814,0.1563841459128962
DEU_LocationALower-28_19_T-1,0.6899195242074374,0.1303354472946057,-0.0529918501831988
DEU_LocationALower-28_1_T-1,0.1115116679105567,0.0809189415419898,0.1664641445045094
DEU_LocationALower-28_20_T-1,0.2438077963969672,0.143410818922011,-0.002879849940272
DEU_LocationALower-28_21_T-1,0.3750460734272896,0.1132078910912032,0.0578881397649942
DEU_LocationALower-28_22_T-1,-0.0133093821947927,0.0726588926072,0.0254881444920379
DEU_LocationALower-28_23_T-1,0.8254348055382482,0.1113763044615817,-0.02793586307695
DEU_LocationALower-28_24_T-1,0.0941044063808127,0.145697363847275,-0.0154078612032473
DEU_LocationALower-28_25_T-1,0.0569189610223956,0.1021575182441109,0.0627841381222424
DEU_LocationALower-28_26_T-1,0.0280353469192792,0.0717180457794256,0.1190881500377122
DEU_LocationALower-28_28_T-1,0.4213005020513716,0.0907412871346879,0.0417601433567354
DEU_LocationALower-28_2_T-1,0.0648261332794931,0.1120104898795691,0.0600481419654213
DEU_LocationALower-28_30_T-1,0.0910591594724725,0.1109593648872778,-0.0217438565457006
DEU_LocationALower-28_31_T-1,0.7122569951083674,0.0630799027485357,-0.0126718493535232
DEU_LocationALower-28_32_T-1,0.135242337794694,0.1292599826380478,0.173088143556324
DEU_LocationALower-28_3_T-1,0.483847179898594,0.1272668432382145,0.1326241464116245
DEU_LocationALower-28_4_T-1,0.1930802833882394,0.1254027077736328,0.0411841428096333
DEU_LocationALower-28_5_T-1,0.0498069676437399,0.0895281176374361,0.1078561377388017
DEU_LocationALower-28_6_T-1,0.1539905602981718,0.0948048142657985,0.0138241374428172
DEU_LocationALower-28_7_T-1,0.5843436218625252,0.1354335503068002,0.1290241372786384
DEU_LocationALower-28_8_T-1,0.3678843460898408,0.1350682365863529,-0.0614878563097643
DEU_LocationALower-29_10_T-1,0.0765181695408961,0.1157380103959848,0.0486721440383248
DEU_LocationALower-29_11_T-1,0.2070180516516391,0.1059388739807756,0.0436321392381022
DEU_LocationALower-29_13_T-1,0.3593660137163234,0.1033380648602288,-0.0031678579879999
DEU_LocationALower-29_14_T-1,1.0,-0.0466747401184045,-0.0185758561004041
DEU_LocationALower-29_16_T-1,0.2775761469175568,0.12675,-0.0195838559999999
DEU_LocationALower-29_17_T-1,0.0780770859905564,0.1183548914755554,0.0237601441431842
DEU_LocationALower-29_19_T-1,0.1291540836943129,0.1257399252768133,0.0545761477660192
DEU_LocationALower-29_1_T-1,0.1594321932119624,0.1097318374842634,0.0106561451694452
DEU_LocationALower-29_20_T-1,0.5734082654547544,0.1260526049149939,-0.0531358614383986
DEU_LocationALower-29_21_T-1,0.6215753022820449,0.1170584815130324,0.0504001371820197
DEU_LocationALower-29_23_T-1,0.0234391747445812,0.0849073062481569,0.0241921387460594
DEU_LocationALower-29_24_T-1,0.0678086547402393,0.1286557659002092,0.0253441494403641
DEU_LocationALower-29_26_T-1,0.475713744247476,0.1231704727353868,0.0695521439731954
DEU_LocationALower-29_28_T-1,0.3858872449618467,0.1242950869583763,0.0329761429964793
DEU_LocationALower-29_3_T-1,-0.0054681106267741,0.0698364444779565,0.029232138203195
DEU_LocationALower-29_5_T-1,0.0134561927288923,0.1228609994704719,-0.0416158553517203
DEU_LocationALower-29_8_T-1,0.1404898145920659,0.1100651786379094,0.041184145373673
DEU_LocationALower-29_9_T-1,0.4982534183674053,0.1220432341412637,-0.023183858270587
DEU_LocationALower-30_10_T-1,0.153111972061158,0.1113893947438212,0.0246241509481165
DEU_LocationALower-30_11_T-1,0.2128129898505621,0.1279048709343433,0.0228961372254218
DEU_LocationALower-30_12_T-1,0.1672372812906657,0.1385405531092557,0.0313921448621422
DEU_LocationALower-30_13_T-1,-0.0142860593949369,0.0681325509496801,0.0290881475951167
DEU_LocationALower-30_14_T-1,0.0788702811848819,0.1148962164502781,0.1166401437374548
DEU_LocationALower-30_15_T-1,0.309856463053926,0.1280278065770224,0.059040142214548
DEU_LocationALower-30_16_T-1,0.761909320422967,0.0636986018514301,0.083232144
DEU_LocationALower-30_17_T-1,0.139525700609821,0.1078071164296794,0.00662414887141
DEU_LocationALower-30_18_T-1,0.112974309232563,0.1029854968304603,0.0551521447305154
DEU_LocationALower-30_19_T-1,0.0488158985742936,0.0873814899549136,-0.0093598539111255
DEU_LocationALower-30_20_T-1,1.0,0.1174753857337517,0.0335521412127713
DEU_LocationALower-30_22_T-1,0.110985750625807,0.1339833284754647,0.0239041472222455
DEU_LocationALower-30_23_T-1,0.0967663517382637,0.1364413558013301,-0.0002878566928385
DEU_LocationALower-30_24_T-1,0.071145450741722,0.12225,0.052272144
DEU_LocationALower-30_25_T-1,0.297978417721125,0.1161158838986534,0.0840961508871897
DEU_LocationALower-30_26_T-1,0.5813279926375464,0.1527786701497229,0.0073441453513638
DEU_LocationALower-30_27_T-1,0.0389864637487128,0.1033379024008365,0.0482401395998751
DEU_LocationALower-30_29_T-1,0.2514563432197975,0.1222550978045367,0.0266401419368984
DEU_LocationALower-30_2_T-1,0.0505347799153737,0.1460073211099919,0.0043201396603863
DEU_LocationALower-30_7_T-1,0.1683415112980234,0.0200201362418376,0.0511201399091904
DEU_LocationALower-30_8_T-1,0.5455029618143347,0.1169804153084918,0.1131841467564343
DEU_LocationALower-30_9_T-1,0.1140319633800095,0.12725,0.056016144
DEU_LocationALower-31_10_T-1,0.0156011431871911,0.079326774624161,0.057456148858822
DEU_LocationALower-31_11_T-1,0.5112674234747248,0.1367991176116399,-0.0640798547576396
DEU_LocationALower-31_12_T-1,0.4026886989519936,0.1173337577774495,0.0361441415304776
DEU_LocationALower-31_13_T-1,0.1118138850533654,0.1347643671575618,0.0194401383881383
DEU_LocationALower-31_14_T-1,0.2124636812602844,0.1405054463364001,-0.0097918548132756
DEU_LocationALower-31_15_T-1,0.1413694631989075,0.1207865996368841,0.1932481369627311
DEU_LocationALower-31_17_T-1,0.1262822491368676,0.1316113483144633,0.1294561463426606
DEU_LocationALower-31_1_T-1,0.3537630074797604,0.0057363855718119,0.0197281403339351
DEU_LocationALower-31_20_T-1,0.1840852599270846,0.1211048851232346,0.0666721423677834
DEU_LocationALower-31_23_T-1,-0.005136806424775,0.056737683111763,0.1108801381093409
DEU_LocationALower-31_24_T-1,0.0786193043804223,0.1007771710199467,0.135936145338132
DEU_LocationALower-31_25_T-1,0.0243239001709221,0.0854322123620876,0.0072001495516009
DEU_LocationALower-31_26_T-1,0.043825608127518,0.1098494913423265,0.1192321434825346
DEU_LocationALower-31_27_T-1,0.1141087304752102,0.1455779501590271,0.0073441389530935
DEU_LocationALower-31_2_T-1,0.5626669673230892,0.1578833824344467,0.0141121467785464
DEU_LocationALower-31_3_T-1,0.3158099698401394,0.1623525017148633,0.0424801475920735
DEU_LocationALower-31_5_T-1,0.1657301855341953,0.11217941499028,0.0542881442075662
DEU_LocationALower-31_7_T-1,0.1408811165150293,0.1279483083617226,0.1280161499390154
DEU_LocationALower-31_8_T-1,1.0,-0.0721981204245846,-0.02908785003225
DEU_LocationALower-31_9_T-1,0.1491604857510924,0.1272762892990057,0.1257121451658235
DEU_LocationALower-32_10_T-1,0.4671392387833752,0.1462355967265635,0.0148321450231714
DEU_LocationALower-32_12_T-1,1.0,0.118986605227432,0.0624961503857728
DEU_LocationALower-32_14_T-1,0.4635429119279867,0.1035854754673803,0.0581761375057303
DEU_LocationALower-32_15_T-1,0.0590085777333558,0.1003102886392775,0.0639361428884631
DEU_LocationALower-32_16_T-1,0.290621692395039,0.114812490621809,0.0244801482110314
DEU_LocationALower-32_17_T-1,0.4036785088625095,0.1047500000000003,0.048672144
DEU_LocationALower-32_18_T-1,0.0395813612332216,0.0972554823248408,0.1186561430701241
DEU_LocationALower-32_1_T-1,1.0,-0.06875,-0.060335856
DEU_LocationALower-32_20_T-1,0.039856749867894,0.1371107431936035,-0.0316798561728894
DEU_LocationALower-32_3_T-1,0.4136850140654557,0.1216499119509611,0.0430561404197794
DEU_LocationALower-32_4_T-1,0.035715303302997,0.1062223741245875,0.1182241495164715
DEU_LocationALower-32_8_T-1,0.1898846099253969,0.0965951782824507,0.0715681496036798
DEU_LocationALower-33_10_T-1,0.0651608214702519,0.1222681426570222,0.0482401452924549
DEU_LocationALower-33_11_T-1,0.9736497333126728,0.0119166505947982,0.0542881476604167
DEU_LocationALower-33_12_T-1,-0.0036442801768212,0.0621087802511186,0.090432137877783
DEU_LocationALower-33_13_T-1,1.0,0.002940197622987,-0.0143998529356074
DEU_LocationALower-33_16_T-1,0.1000847652754416,0.1352694348804335,0.0188641470933815
DEU_LocationALower-33_17_T-1,0.0175193754997049,0.0896974226301366,0.0635041445925619
DEU_LocationALower-33_18_T-1,0.3382080844923438,0.1132480002017152,0.0208801445564858
DEU_LocationALower-33_19_T-1,0.4804157663412076,0.088595473543653,-0.0141118543338187
DEU_LocationALower-33_1_T-1,-0.0219169293159883,0.0342857825371179,0.0871201506241038
DEU_LocationALower-33_20_T-1,-0.0276242512079764,0.0594339605618203,0.0996481451361625
DEU_LocationALower-33_21_T-1,0.2385357101211083,0.1260399268141414,0.045072151056759
DEU_LocationALower-33_22_T-1,0.0216119055990569,0.0928500540829343,0.0054721491120225
DEU_LocationALower-33_23_T-1,0.6987863072659009,0.1191500427762321,0.0987841424917279
DEU_LocationALower-33_25_T-1,0.1453943467177023,0.1363006401643614,-0.0496798508241437
DEU_LocationALower-33_28_T-1,0.0551863520701343,0.0875767208828307,0.0090721446598595
DEU_LocationALower-33_2_T-1,0.3821080665707119,0.1252144089288114,0.085824137000492
DEU_LocationALower-33_5_T-1,0.2980763395289664,0.1326762121756091,-0.1130398509802041
DEU_LocationALower-33_7_T-1,1.0,-0.0757134424050583,-0.0241918581100586
DEU_LocationALower-33_8_T-1,0.0480166031387342,0.0485494138260792,0.1061281488146956
DEU_LocationALower-33_9_T-1,0.3019897736818623,0.1118951391697386,0.060336138494325
DEU_LocationALower-34_11_T-1,0.0835974628880452,0.117377692066082,0.1098721408622409
DEU_LocationALower-34_12_T-1,1.0,-0.0368427376249471,-0.0292318544017672
DEU_LocationALower-34_13_T-1,0.0896998061896674,0.1248908903962554,0.0486721417615625
DEU_LocationALower-34_14_T-1,0.1377868606329751,0.1449999999999999,0.0329761453336347
DEU_LocationALower-34_15_T-1,0.2236814755963307,0.1155949330614779,0.0629281418073005
DEU_LocationALower-34_17_T-1,0.2814973882476744,0.1019214449055155,0.024192146198255
DEU_LocationALower-34_18_T-1,0.2241835843718549,0.099981667441822,0.1042561388679487
DEU_LocationALower-34_1_T-1,0.3226118727402535,0.0646836827888677,0.0954721394635484
DEU_LocationALower-34_5_T-1,1.0,0.1240838507692066,-0.0014398569994598
DEU_LocationALower-34_8_T-1,0.1091796265485087,0.1454035908995664,0.1015201511001041
DEU_LocationALower-34_9_T-1,0.041185550921191,0.1442363049689955,-0.0126718626271999
DEU_LocationALower-35_10_T-1,0.4776076888008234,0.166320401440475,0.0038881412642722
DEU_LocationALower-35_13_T-1,0.0411461390904228,0.1052499999999998,0.059760144
DEU_LocationALower-35_14_T-1,0.7133457900421526,0.1433094721342346,0.0688321404189132
DEU_LocationALower-35_15_T-1,1.0,-0.0452749324161713,-0.1334878617241892
DEU_LocationALower-35_16_T-1,0.9132817482046154,0.1308360189329844,-0.007487859899217
DEU_LocationALower-35_17_T-1,1.0,0.0964046713115445,-0.0273598546639537
DEU_LocationALower-35_19_T-1,0.1291135010587055,0.1268510470173558,0.0396001420120134
DEU_LocationALower-35_1_T-1,1.0,-0.0541853356759055,0.0135361410591611
DEU_LocationALower-35_22_T-1,1.0,-0.084142054360054,0.0023041444254356
DEU_LocationALower-35_23_T-1,0.2288997193605941,0.1248786752221335,0.0573121508425684
DEU_LocationALower-35_25_T-1,0.0994604253530209,0.0965143687955596,0.0239041478084781
DEU_LocationALower-35_27_T-1,0.0300959169939419,0.0778089865054201,0.1212481417616735
DEU_LocationALower-35_28_T-1,0.1548446651245858,0.0670342206213726,0.00446415092976
DEU_LocationALower-35_2_T-1,0.7208002633925175,0.1211410987058309,-0.0753118499952012
DEU_LocationALower-35_3_T-1,0.0720032974314538,0.1260175434948205,0.1488961410870823
DEU_LocationALower-35_6_T-1,0.026205961182998,0.1117212934101713,0.0015841421304335
DEU_LocationALower-35_7_T-1,0.5688758589034445,0.1013975505707557,0.0342721419255928
DEU_LocationALower-35_8_T-1,0.2619493334253077,0.1277357232609141,0.0133921369727336
DEU_LocationALower-35_9_T-1,0.0653759512178842,0.1476833967888249,0.0203041377088934
DEU_LocationALower-36_10_T-1,0.0047792069639455,0.0414414305647911,0.029520151158011
DEU_LocationALower-36_12_T-1,0.4767879600652169,0.128810639284173,0.0806401411646583
DEU_LocationALower-36_13_T-1,0.0449231718241681,0.1368661808207477,0.0118081380333122
DEU_LocationALower-36_14_T-1,0.0670427288958842,0.1035664653937692,0.0639361466866523
DEU_LocationALower-36_17_T-1,0.3233510743995256,0.1182270156664516,-0.0172798495485664
DEU_LocationALower-36_18_T-1,0.8272181354938821,0.1028138062238401,0.0341281511752524
DEU_LocationALower-36_19_T-1,0.2989605552042088,0.106547865260987,0.0699841426439627
DEU_LocationALower-36_20_T-1,0.0577794999899202,0.1168784040601963,0.1304641494423156
DEU_LocationALower-36_21_T-1,0.2448923378028725,0.1033705517610214,0.0319681465917348
DEU_LocationALower-36_23_T-1,0.1934550798269747,0.1373038115677868,1.368021594885249e-07
DEU_LocationALower-36_24_T-1,-0.1749684205577484,0.0082916966706838,-0.0106558531066697
DEU_LocationALower-36_26_T-1,0.3832211328188565,0.14259795090599,0.1320481386106023
DEU_LocationALower-36_28_T-1,0.0089129834711332,0.126475175973096,-0.0323998568920209
DEU_LocationALower-36_29_T-1,0.143072301411738,0.1092213508605825,0.0876961475739462
DEU_LocationALower-36_31_T-1,0.2510498522957558,0.1113730253426661,0.0372961412833233
DEU_LocationALower-36_6_T-1,0.0928874268740162,0.1098826291969869,0.1296001471723587
DEU_LocationALower-37_10_T-1,0.4346120015774376,0.1217979330997915,-0.0273598602060528
DEU_LocationALower-37_12_T-1,0.8419742373080815,0.1157087134612176,-0.0074878620682009
DEU_LocationALower-37_14_T-1,0.3473077737557605,0.1263427318441952,0.001296144131508
DEU_LocationALower-37_15_T-1,0.5459877984493308,0.1229061805672012,-0.0266398532284082
DEU_LocationALower-37_16_T-1,0.3796923727111006,0.1310619299157181,0.0972001444003028
DEU_LocationALower-37_17_T-1,-0.0073885775426042,0.0914019115382565,-0.0496798526173242
DEU_LocationALower-37_18_T-1,0.0537706661384345,0.0930984260667656,-0.0630718570035309
DEU_LocationALower-37_19_T-1,0.085897520212596,0.1234618001721209,0.0705601485119731
DEU_LocationALower-37_21_T-1,0.2833628796072406,0.1175799949469834,0.0164161428182804
DEU_LocationALower-37_22_T-1,0.188007082970218,0.0917442632017537,-0.0087838586396807
DEU_LocationALower-37_23_T-1,-0.0080285288487181,0.1369076052372351,-0.0371518515399536
DEU_LocationALower-37_24_T-1,0.1797757627007623,0.1338760516223502,0.1028161387656213
DEU_LocationALower-37_26_T-1,0.5247393318341224,0.0440659278775442,-0.0642238573260928
DEU_LocationALower-37_27_T-1,-0.0074596471339896,0.0949181348839499,-0.0426238534302259
DEU_LocationALower-37_2_T-1,0.0354018328931182,0.0847035380484214,0.0036001390097659
DEU_LocationALower-37_5_T-1,0.8606383715549629,0.1361875503847775,-0.0688318524292902
DEU_LocationALower-37_6_T-1,0.2660006188561666,0.1413089430279981,0.0707041416084
DEU_LocationALower-37_7_T-1,0.082822891837916,0.1252895874396525,-0.1012318564140553
DEU_LocationALower-37_9_T-1,0.7466304364612535,0.1409342504331018,0.0792001371749223
